id,name,description,latitude,longitude,open_time,close_time,category,rating,price_level,price_average,price_currency,address
136,Club Cañada Del Valle,Alberca techada ideal para nadadores y bebés.,19.402,-99.172,6:00,21:00,deportivo,4.3,$,0,MXN,"Gabriel Mancera 1620, Del Valle"
137,Utopía Papalotl Iztapalapa,Centro deportivo público con alberca semi‑olímpica.,19.345,-99.07,7:00,17:00,publico,4.4,$,0,MXN,Iztapalapa
138,Utopía Tezontli Iztapalapa,Parque acuático gratuito con chapoteadero y toboganes.,19.357,-99.08,7:00,17:00,publico,4.3,$,0,MXN,Iztapalapa
139,Balneario Olímpico Pantitlán,Alberca familiar y toboganes con precio accesible.,19.4,-99.09,9:00,16:30,publico,4.2,$,50,MXN,"Agrícola Pantitlán, Iztacalco"
140,Deportivo Nueva Atzacoalco,Alberca cubierta apta para natación libre y clases.,19.49,-99.106,6:00,22:00,deportivo,4.3,$,0,MXN,"Eduardo Molina 314, GAM"
141,Parque Acuático Utopía Meyehualco,Área acuática pública con chapoteaderos.,19.35,-99.08,7:00,17:00,publico,4.2,$,0,MXN,Iztapalapa
142,Parque Acuático Las Águilas Japón,Alberca gratuita con zona verde y chapoteadero.,19.33,-99.19,10:00,16:00,publico,4.2,$,0,MXN,Álvaro Obregón
143,Balneario San Juan de Aragón,"Complejo con albercas y clases, Cd. G. A. Madero",19.486,-99.099,9:00,18:00,publico,4.1,$,0,MXN,GAM
144,Parque Acuático Iztaccíhuatl,Centro con albercas infantiles y recreativas.,19.399,-99.09,9:00,18:00,publico,4.2,$,0,MXN,Venustiano Carranza
145,Albercas de Chapultepec (Baños de Moctezuma),Restos históricos reacondicionados en Chapultepec.,19.42,-99.184,9:00,17:00,patrimonio,4,$,0,MXN,Bosque de Chapultepec
146,Hotel Sofitel Reforma Pool,Alberca techada en hotel de lujo con day‑pass.,19.426,-99.168,10:00,18:00,hotel,4.6,$$$,1500,MXN,"Reforma 297, Cuauhtémoc"
147,Hotel Alia Rooftop Pool,Piscina rooftop boutique con day‑pass.,19.402,-99.182,11:00,18:00,hotel,4.5,$$$,700,MXN,"Nueva York 178, Nápoles"
148,Hotel Carlota Pool,Alberca instagrameable con bar y day‑pass.,19.427,-99.163,12:00,18:00,hotel,4.6,$$$,1200,MXN,"Río Amazonas 73, Cuauhtémoc"
149,Hotel Downtown Pool,Piscina elegante en centro histórico con day‑pass.,19.433,-99.135,12:00,18:00,hotel,4.5,$$$,890,MXN,"Isabel la Católica 30, Centro Histórico"
150,Kimpton Virgilio Rooftop Pool,Piscina rooftop con DJ y comida en Polanco.,19.432,-99.195,7:00,0:00,hotel,4.7,$$$,1200,MXN,"Virgilio 7, Polanco"
151,Centro Deportivo Lomas de San Jerónimo,"Complejo público con canchas, gimnasio y alberca.",19.348,-99.222,6:00,21:00,deportivo,4.3,$,0,MXN,"Col. Torres de Potrero, Álvaro Obregón"
152,Centro Deportivo Axomiatla,Instalaciones deportivas públicas variadas.,19.346,-99.23,6:00,21:00,deportivo,4.2,$,0,MXN,"Col. Lomas de Guadalupe, Álvaro Obregón"
153,Centro Deportivo Valentín Gómez Farías,Espacios para deporte comunitario.,19.352,-99.229,6:00,21:00,deportivo,4.2,$,0,MXN,"Circuito Plateros, Álvaro Obregón"
154,Centro Deportivo Rosario Iglesias,"Centro con múltiples disciplinas, BJ.",19.402,-99.167,6:00,21:00,deportivo,4.4,$,0,MXN,"Santa Cruz Atoyac, Benito Juárez"
155,Complejo Olímpico México 68,"Incluye alberca, gimnasio y canchas.",19.397,-99.164,6:00,22:00,deportivo,4.6,$,0,MXN,"Av. División del Norte 2333, Benito Juárez"
156,Gimnasio Olímpico Juan de la Barrera,Recinto histórico de voleibol y baloncesto.,19.395,-99.164,6:00,22:00,deportivo,4.5,$,0,MXN,"Av. División del Norte, Benito Juárez"
157,Centro Deportivo Chapultepec,"Instalaciones de tenis, frontón, squash, alberca.",19.434,-99.204,6:00,22:00,deportivo,4.7,$,0,MXN,"Mariano Escobedo, Miguel Hidalgo"
158,Ciudad Deportiva Magdalena Mixhuca,"Complejo olímpico con pistas, albercas y más.",19.41,-99.086,6:00,21:00,deportivo,4.6,$,0,MXN,Iztacalco/Venustiano Carranza
159,Centro Deportivo Coyoacán,"Centro deportivo con gimnasio, clases y canchas.",19.344,-99.16,6:00,21:00,deportivo,4.3,$,0,MXN,Coyoacán centro
160,Deportivo Guelatao,"Complejo vertical con alberca, gimnasio, deportes.",19.506,-99.141,6:00,21:00,deportivo,4.5,$,0,MXN,"La Lagunilla, Cuauhtémoc"
161,Deportivo Victoria Democracias,Deportivo público en Azcapotzalco.,19.488,-99.171,6:00,21:00,deportivo,4.2,$,0,MXN,"Victoria de las Democracias, Azcapotzalco"
162,Deportivo Ceylán,Espacios deportivos en Azcapotzalco.,19.482,-99.134,6:00,21:00,deportivo,4.2,$,0,MXN,"Col. Euzkadi, Azcapotzalco"
163,Deportivo 20 de Noviembre,Centro deportivo municipal.,19.483,-99.155,6:00,21:00,deportivo,4.2,$,0,MXN,Azcapotzalco La Villa
164,Deportivo Reynosa,"Complejo con cancha de fútbol, básquet.",19.494,-99.143,6:00,21:00,deportivo,4.2,$,0,MXN,"Sta. Bárbara, Azcapotzalco"
165,Deportivo Xochinahuac,Instalaciones comunitarias deportivas.,19.509,-99.133,6:00,21:00,deportivo,4.1,$,0,MXN,"Unidad Hab. Xochinahuac, Azcapotzalco"
166,Deportivo San Juan Tlihuaca,Centro deportivo municipal.,19.5,-99.136,6:00,21:00,deportivo,4.1,$,0,MXN,"Providencia, Azcapotzalco"
167,Deportivo Salvador Benavides,Espacio deportivo en Álvaro Obregón.,19.497,-99.145,6:00,21:00,deportivo,4.1,$,0,MXN,"Eje 3 Norte, Azcapotzalco"
168,Deportivo Benito Juárez,Complejo con gimnasio y canchas múltiples.,19.394,-99.171,6:00,21:00,deportivo,4.4,$,0,MXN,Uxmal y Municipio Libre
169,Deportivo Joaquín Capilla,"Centro con alberca, clases y fitness.",19.356,-99.176,6:00,21:00,deportivo,4.3,$,0,MXN,"Mixcoac, Benito Juárez"
170,Deportivo Gumersindo Romero,Instalaciones deportivas públicas.,19.35,-99.169,6:00,21:00,deportivo,4.3,$,0,MXN,"Letrán Valle, Benito Juárez"
171,Palacio de Bellas Artes,"Ícono arquitectónico que ofrece teatro, ópera, danza y conciertos.",19.435,-99.141,10:00,19:00,teatro,4.9,$,0,MXN,"Av. Juárez, Centro Histórico"
172,Auditorio Nacional,"Gran foro para teatro, conciertos y espectáculos masivos.",19.42,-99.182,10:00,20:00,teatro,4.8,$$,0,MXN,"Paseo de la Reforma 50, Chapultepec"
173,Teatro de la Ciudad Esperanza Iris,Teatro histórico con programación de teatro y danza.,19.439,-99.133,10:00,19:00,teatro,4.7,$,0,MXN,"Donceles 36, Centro Histórico"
174,Centro Cultural del Bosque,Complejo con múltiples teatros para danza y teatro.,19.427,-99.192,9:00,21:00,teatro,4.7,$,0,MXN,Paseo de la Reforma y Campo Marte
175,Teatro de los Insurgentes,Conocido por su mural de Diego Rivera y grandes musicales.,19.419,-99.167,10:00,20:00,teatro,4.8,$,0,MXN,"Insurgentes Sur 1580, San José Insurgentes"
176,Teatro Sergio Magaña,Centro cultural con programación contemporánea en Santa María la Ribera.,19.45,-99.145,10:00,20:00,teatro,4.5,$,0,MXN,"Dr. Atl 38, Santa María la Ribera"
177,Teatro La Capilla,Teatro íntimo en Coyoacán con historia cultural.,19.35,-99.156,10:00,19:00,teatro,4.6,$,0,MXN,"Higuera 12, Coyoacán"
178,Teatro Ferrocarrilero,Teatro con capacidad amplia y escena internacional.,19.44,-99.146,10:00,20:00,teatro,4.6,$,0,MXN,"Buenavista, Cuauhtémoc"
179,Centro Cultural Roldán Sandoval,Pequeño teatro con programación familiar y musical.,19.421,-99.169,10:00,20:00,teatro,4.4,$,0,MXN,"José Martí 280, Escandón"
180,Foro A Poco No,Espacio escénico independiente dentro del Sistema de Teatros CDMX.,19.367,-99.157,10:00,20:00,teatro,4.4,$,0,MXN,"La Paz 26, Álvaro Obregón"
181,Teatro Benito Juárez,Teatro público con programación mixta en la CDMX.,19.432,-99.162,10:00,20:00,teatro,4.4,$,0,MXN,"Héroes del 47 s/n, Coyoacán"
182,Foro Cultural Ana María Hernández,Foro cultural en Coyoacán para eventos y teatro adulto.,19.3485,-99.1625,10:00,18:00,teatro,4.3,$,0,MXN,"Av. Pacífico 181, Coyoacán"
183,Foro Experimental José Luis Ibáñez,Espacio universitario para teatro experimental.,19.332,-99.19,10:00,18:00,teatro,4.3,$,0,MXN,"CU, Coyoacán"
184,Teatro Dr. Jorge Flores Valdés,"Teatro universitario en CU, Coyoacán.",19.3325,-99.1885,10:00,18:00,teatro,4.3,$,0,MXN,"Circuito Mario de la Cueva s/n, CU"
185,Foro Rodolfo Usigli,Foro cultural en Churubusco para teatro local.,19.429,-99.141,10:00,18:00,teatro,4.2,$,0,MXN,"Héroes del 47, Coyoacán"
186,Teatro Ramiro Jiménez,Teatro público para danza y teatro municipal.,19.39,-99.145,10:00,18:00,teatro,4.2,$,0,MXN,"División del Norte 2545, Coyoacán"
187,Foro Cultural Enrique Alonso,Foro público para teatro y danza en Ajusco Huayamilpas.,19.32,-99.165,10:00,18:00,teatro,4.1,$,0,MXN,"Rey Nezahualcóyotl s/n, Coyoacán"
188,Teatro de la Juventud,Teatro local para juventud en Álvaro Obregón.,19.325,-99.15,10:00,18:00,teatro,4.1,$,0,MXN,"Calle 10 s/n, Tolteca"
189,Foro 1869,Foro independiente en Álvaro Obregón para teatro alternativo.,19.366,-99.175,10:00,20:00,teatro,4.3,$,0,MXN,"Insurgentes Sur 1869, Álvaro Obregón"
190,Foro El Cubo,Espacio cultural y teatro en Benito Juárez.,19.395,-99.162,10:00,20:00,teatro,4.3,$,0,MXN,"Lic. Grajales 28, Del Valle"
191,Palacio de Bellas Artes,"Ícono arquitectónico con teatro, ópera, museo y murales.",19.435,-99.141,10:00,18:00,museo,4.8,$,95,MXN,"Av. Juárez s/n, Centro"
192,Museo Frida Kahlo (Casa Azul),Casa natal de Frida Kahlo convertida en museo biográfico.,19.354,-99.162,10:00,18:00,museo,4.8,$,250,MXN,"Londres 247, Coyoacán"
193,Museo Soumaya,"Colección con más de 66,000 piezas, incluyendo Rodin y Dalí.",19.4325,-99.204,10:30,18:30,museo,4.7,$,0,MXN,"Plaza Carso, Nuevo Polanco"
194,Museo de Arte Moderno (MAM),"Obras icónicas de Rivera, Kahlo, Orozco, entre otros.",19.418,-99.183,10:15,17:45,museo,4.7,$,60,MXN,"Paseo de la Reforma s/n, Chapultepec"
195,Museo Nacional de Arte (MUNAL),Arte mexicano desde el virreinato hasta el siglo XX.,19.433,-99.143,10:00,18:00,museo,4.6,$,95,MXN,"Tacuba 8, Centro"
196,Museo Tamayo,Arte contemporáneo en recinto en Chapultepec.,19.42,-99.183,10:00,18:00,museo,4.6,$,75,MXN,"Reforma 51, Chapultepec"
197,MUAC,Museo universitario de arte contemporáneo en CU.,19.332,-99.192,11:00,18:00,museo,4.5,$,0,MXN,"Insurgentes Sur 3000, CU"
198,Museo Memoria y Tolerancia,Documenta derechos humanos y genocidios.,19.436,-99.14,9:00,19:00,museo,4.6,$,85,MXN,"Juárez 8, Centro"
199,Museo del Templo Mayor,Restos arqueológicos y acervo del Templo Mayor.,19.434,-99.132,10:00,17:00,museo,4.6,$,75,MXN,"Seminario 8, Centro"
200,Museo Anahuacalli,Colección prehispánica de Diego Rivera.,19.347,-99.161,10:00,18:00,museo,4.5,$,95,MXN,"Museo 150, Coyoacán"
201,Museo de Arte Popular,Arte popular mexicano en edificio art déco.,19.432,-99.143,10:00,18:00,museo,4.6,$,60,MXN,"Revillagigedo 11, Centro"
202,Museo Nacional de San Carlos,Arte virreinal en edificio neoclásico.,19.438,-99.146,10:00,18:00,museo,4.4,$,50,MXN,"Puente de Alvarado 50, Centro"
203,Museo Mural Diego Rivera,Mural histórico en la Secretaría de Educación.,19.432,-99.137,10:00,18:00,museo,4.5,$,35,MXN,"Balderas y Colón, Centro"
204,Museo Universitario del Chopo,Arte contemporáneo y cultura underground.,19.49,-99.153,10:00,18:00,museo,4.4,$,0,MXN,"Peralvillo 4, Cuauhtémoc"
205,Museo Mexicano del Diseño (MUMEDI),Diseño contemporáneo en Centro Histórico.,19.433,-99.142,10:00,20:00,museo,4.4,$,50,MXN,"Madero 74, Centro"
206,Museo Archivo de la Fotografía,Acervo fotográfico en casona histórica.,19.433,-99.142,10:00,18:00,museo,4.3,$,30,MXN,"República de Guatemala 34, Centro"
207,Museo de la Ciudad de México,Crónica de la historia de CDMX.,19.434,-99.142,10:00,18:00,museo,4.3,$,30,MXN,"Pino Suárez 30, Centro"
208,Museo Casa de León Trotsky,Casa hospedaje convertida en museo.,19.424,-99.151,10:00,18:00,museo,4.4,$,50,MXN,"Río Churubusco 410, Coyoacán"
209,Museo Dolores Olmedo,Arte popular y Diego Rivera en Xochimilco.,19.3,-99.127,10:00,18:00,museo,4.5,$,100,MXN,"Isidro Fabela 43, La Noria"
210,Zoológico de Chapultepec,"Zoológico histórico con 1 236 ejemplares, pandas, herpetario y mariposario.",19.4239,-99.1892,9:00,18:00,zoologico,4.9,$,0,MXN,"Bosque de Chapultepec, Miguel Hidalgo"
211,Zoológico San Juan de Aragón,"Zoológico público con 1 650 ejemplares, zonas bioclimáticas remodeladas.",19.502,-99.093,9:00,17:30,zoologico,4.5,$,0,MXN,"Bosque de San Juan de Aragón, Gustavo A. Madero"
212,Zoológico Los Coyotes,"Centro de conservación de fauna nativa (226 ejemplares, acceso gratis).",19.3415,-99.162,6:00,17:30,zoologico,4.4,$,0,MXN,"Av. Escuela Naval Militar s/n, Coyoacán"
213,Acuario Michin,Acuario principal de CDMX con diversas especies marinas.,19.351,-99.162,10:00,18:00,acuario,4.6,$,0,MXN,"Av. México 500, Coyoacán"
214,Acuario Inbursa,Acuario moderno con túnel submarino en Polanco.,19.435,-99.204,11:00,18:00,acuario,4.7,$,0,MXN,"Miguel de Cervantes Saavedra 303, Granada, Miguel Hidalgo"
215,Palacio de Bellas Artes,"Ícono cultural con ópera, ballet y conciertos sinfónicos.",19.435,-99.141,10:00,18:00,concierto,4.9,$,0,MXN,"Av. Juárez, Centro Histórico"
216,Auditorio Nacional,"Gran foro para conciertos de orquesta, pop y ballet.",19.42,-99.182,10:00,20:00,concierto,4.8,$$,0,MXN,"Paseo de la Reforma 50, Chapultepec"
217,Sala Nezahualcóyotl,Sala de concierto UNAM con acústica de clase mundial.,19.332,-99.192,10:00,22:00,concierto,4.9,$,0,MXN,"Centro Cultural Universitario, CU"
218,Centro Cultural Ollin Yoliztli,Sede de la Orquesta Filarmónica de la CDMX.,19.3325,-99.198,10:00,20:00,concierto,4.7,$,0,MXN,"Tlaxcala 200, Tlalpan"
219,Sala Silvestre Revueltas (CCO Yoli),Sala íntima para conciertos sinfónicos y de cámara.,19.3325,-99.198,10:00,20:00,concierto,4.7,$,0,MXN,Centro Cultural Ollin Yoliztli
220,Auditorio Blas Galindo (CENART),"Foro para jazz, música de cámara y ciclos orquestales.",19.35,-99.19,10:00,22:00,concierto,4.6,$,0,MXN,"Calz. del Hueso 1100, Coyoacán"
221,Foro Indie Rocks,Espacio independiente con showcases y jazz afrolatino.,19.434,-99.203,17:00,23:00,concierto,4.5,$,0,MXN,"Zacatecas 39, Roma Norte"
222,El Cantoral (Candlelight),Conciertos clásicos a la luz de velas en escenario íntimo.,19.424,-99.156,18:30,22:00,concierto,4.8,$$,350,MXN,"Cantoral 20, Coyoacán"
223,Foro Cultural Coyoacanense,Presentaciones regulares de Orquesta Sinfónica de Coyoacán.,19.349,-99.162,10:00,21:00,concierto,4.4,$,0,MXN,"Hugo Argüelles s/n, Coyoacán"
224,Centro Nacional de las Artes (CENART),Sede de ciclos de música de cámara y coral.,19.35,-99.19,9:00,21:00,concierto,4.5,$,0,MXN,"Calz. del Hueso 1100, Coyoacán"
225,Palacio de Minería (Orquesta Sinf. Minería),Temporadas orquestales de renombre en verano.,19.44,-99.141,19:00,22:00,concierto,4.6,$,0,MXN,"Tacuba 5, Centro Histórico"
226,Orquesta Típica CDMX (Secretaría de Cultura),Música tradicional mexicana patrimonial.,19.435,-99.142,10:00,20:00,concierto,4.5,$,0,MXN,"Centro Histórico, Cuauhtémoc"
227,Centro Cultural Jaime Torres Bodet (OSIPN),Conciertos educativos de la Orquesta Sinfónica del IPN.,19.48,-99.124,10:00,20:00,concierto,4.4,$,0,MXN,"Av. Wilfrido Massieu 1943, Gustavo A. Madero"
228,Sala Carlos Chávez,Conciertos de música de cámara en UNAM CU.,19.332,-99.189,10:00,18:00,concierto,4.5,$,0,MXN,"CU, UNAM"
229,V Motel Boutique Periférico Sur,"Moderno, discreción total, alberca y jacuzzi.",19.384,-99.132,0:00,23:59,motel,4.7,$$$,1100,MXN,"Anillo Perif. 5552, Coyoacán"
230,V Motel Boutique Viaducto,"Temático, alberca, jacuzzi, habitaciones elegantes.",19.4275,-99.176,0:00,23:59,motel,4.6,$$$,1200,MXN,"Viad. Pdte. Miguel Alemán 77, Miguel Hidalgo"
231,Motel Punto G Elements,"Ambiente cómodo, jacuzzi, wifi y cochera.",19.403,-99.111,0:00,23:59,motel,4.5,$$,500,MXN,"Área Federal Abastos, Iztapalapa"
232,Motel VP Fly,"Limpio, amplio, sex shop y jacuzzi.",19.483,-99.112,0:00,23:59,motel,4.6,$$,499,MXN,"Calle Oriente 182 #131, Venustiano Carranza"
233,Motel Picasso Periférico,"Habitaciones con piscina, tubo y discreción.",19.325,-99.602,0:00,23:59,motel,4.5,$$,700,MXN,"Av. San Lorenzo 5708, Iztapalapa"
234,Motel Picasso Circuito,"Entrada rápida, jacuzzi, moderno y limpio.",19.453,-99.143,0:00,23:59,motel,4.5,$$,450,MXN,"Av. Río Consulado 661, Cuauhtémoc"
235,Motel Novo Coapa,"Jacuzzi, cama king, moderno y accesible.",19.34,-99.156,0:00,23:59,motel,4.5,$$,700,MXN,"Calzada del Hueso 637, Coyoacán"
236,Motel K20,"Cinco albercas, jacuzzi, tubos y suites temáticas.",19.35,-99.175,0:00,23:59,motel,4.6,$$$,1200,MXN,"Carretera México–Cuernavaca 6233, Tlalpan"
237,Motel Kron Villas & Suites,"Estancia temática, tower standard, diseño moderno.",19.37,-99.15,0:00,23:59,motel,4.5,$$,550,MXN,"Insurgentes 3790, Tlalpan"
238,Romamor,"Jacuzzi, potro del amor, rápido y céntrico.",19.422,-99.169,0:00,23:59,motel,4.4,$$,600,MXN,"Chiapas 121, Roma Norte"
239,Pop Life Hotel,"Colorido, tubo, potro del amor, ambiente juvenil.",19.401,-99.167,0:00,23:59,motel,4.5,$$,595,MXN,"Av. Revolución 737, Benito Juárez"
240,Motel Pasadena & Villas,"Pool/villa VIP, alberca, spa y privacidad.",19.402,-99.175,0:00,23:59,motel,4.5,$$,595,MXN,"Av. Revolución 826, San Juan, Benito Juárez"
241,Motel Pirámides del Valle,"Jacuzzi, iluminación romántica y privacidad.",19.332,-99.148,0:00,23:59,motel,4.5,$$,700,MXN,"José María Rico 632, Del Valle, Benito Juárez"
242,Motel Pirámides,"Jacuzzi, discreción y habitación privada.",19.365,-99.159,0:00,23:59,motel,4.3,$$,400,MXN,"Canal de Miramontes 3495, Coapa"
243,Punto 79,"Decoración elegante, pantalla gigante y privacidad.",19.399,-99.141,0:00,23:59,motel,4.5,$$,450,MXN,"Calz. de Tlalpan 979, San Simón"
244,Motel Pasha,"Jacuzzi, vapor, suites contemporáneas.",19.332,-99.132,0:00,23:59,motel,4.5,$$,520,MXN,"Calz. de Tlalpan 2296, Xotepingo"
245,Motel Colorado,"Funcional, limpio, buena atención, precio económico.",19.389,-99.161,0:00,23:59,motel,4.4,$,280,MXN,"Av. Universidad 1435, Florida"
246,Nueva Estancia,"Limpio, cómodo, ubicación céntrica.",19.425,-99.167,0:00,23:59,motel,4.4,$,300,MXN,"Av. Revolución 618, San Pedro de los Pinos"
247,Real de San Cosme,"Sobrio, amplias habitaciones y cochera.",19.438,-99.161,0:00,23:59,motel,4.3,$,350,MXN,"Calz. México‑Tacuba 60, San Rafael"
248,Sevilla,"Tradicional, limpio, buena ventilación.",19.436,-99.143,0:00,23:59,motel,4.2,$,280,MXN,"Donceles 50, Centro"
249,WeWork (varias ubicaciones),Red de coworkings profesional con amenidades completas.,19.427,-99.167,8:00,20:00,coworking,4.5,$$,500,MXN,"Múltiples locaciones, CDMX"
250,Público Coworking,"Espacios premium con café, eventos y fotografía.",19.417,-99.169,9:00,19:00,coworking,4.6,$$$,4000,MXN,"Roma, Condesa, Polanco"
251,Impact Hub,"Comunidad startup, salas de reuniones y eventos.",19.416,-99.16,9:00,18:00,coworking,4.4,$$,500,MXN,"Álvaro Obregón 213, Roma"
252,Homework,Coworking central con oficinas privadas y lounge.,19.421,-99.169,9:00,18:00,coworking,4.5,$$,2900,MXN,"Londres/Chapultepec, Juárez"
253,The Pool,Espacios amplios en Polanco/San Ángel/Toledo.,19.435,-99.204,8:00,20:00,coworking,4.5,$$,2000,MXN,Polanco y más
254,El 3er Espacio,"Pionero local, hot-desking y terraza soleada.",19.413,-99.174,9:00,18:00,coworking,4.5,$$,2600,MXN,"Ámsterdam 240, Condesa"
255,OpenHub Coworking,"Profesional, cerca de Reforma, opciones flexibles.",19.426,-99.167,9:00,18:00,coworking,4.8,$$,500,MXN,Paseo de la Reforma
256,Coffice,"Work café con tarifas por hora, café incluido.",19.42,-99.165,8:00,22:00,workcafe,4.6,$,100,MXN,"Villa de Madrid 9, Roma Norte"
257,Privat Coworking,Edificio completo con phone-booths y impresoras.,19.423,-99.175,9:00,18:00,coworking,4.7,$$,1100,MXN,"Córdoba 95, Roma"
258,CoEstudio,Espacio creativo con darkroom y terraza.,19.417,-99.159,9:00,18:00,coworking,4.5,$$,100,MXN,"Álvaro Obregón 151, Roma"
259,CoLabora,Comunidad creativa con eventos y café.,19.431,-99.164,9:00,18:00,coworking,4.4,$$,300,MXN,"Zacatecas 98, Roma Norte"
260,CREA Working Spaces,Oficinas flexibles en Polanco y Del Valle.,19.431,-99.195,8:00,20:00,coworking,4.6,$$,1500,MXN,Polanco / Del Valle
261,Comunal,"Human-centred coworking en Insurgentes, Polanco.",19.42,-99.182,8:00,20:00,coworking,4.6,$$,2000,MXN,Insurgentes/Reforma/Polanco
262,FlexOffices,Private offices y coworking en Reforma/Del Valle.,19.433,-99.142,9:00,18:00,coworking,4.5,$$,1500,MXN,Reforma & Del Valle
263,Terminal 1,"Múltiples sedes (Polanco, Santa Fe, Roma).",19.435,-99.204,8:00,18:00,coworking,4.5,$$,1500,MXN,Polanco/Santa Fe/Roma
264,Work Inc,Ambiente profesional con networking en Río Lerma.,19.433,-99.138,9:00,18:00,coworking,4.5,$$,1500,MXN,"Río Lerma 94, Cuauhtémoc"
265,Círculo Almena,Diseño innovador y salas de juntas.,19.326,-99.235,9:00,18:00,coworking,4.5,$$,1500,MXN,"Vasco de Quiroga, Santa Fe"
266,NEO Offices,Espacios privados y coworking en Polanco/Satélite.,19.438,-99.199,9:00,18:00,coworking,4.5,$$,1500,MXN,Polanco/Satélite
267,Werkstatt,Creativo con terraza y zonas de descanso.,19.432,-99.195,9:00,18:00,coworking,4.4,$$,1500,MXN,Bosques de las Lomas
268,IOS Offices,Espacios corporativos flexibles por hora/día.,19.427,-99.204,8:00,18:00,coworking,4.5,$$,600,MXN,"Virreyes, Cervantes, Carso"